"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","varname"
-0.000252098826358972,-0.0484663980436403,-0.0896414648572041,-0.0817364926314585,-0.0668076235757173,-0.0677644010960742,-0.0563173006455041,-0.00659473332821763,0.00308927257647926,0.0139362898858276,0.0312405052720644,0.0342981184979631,-0.0188889311893385,-0.0509535286897946,"I"
-0.0305161342654764,-0.0578898666753006,-0.0947729652392448,-0.109155020268107,-0.123543501637325,-0.117748206144044,-0.141714411324031,-0.179076249814199,-0.191331567466055,-0.179479186959534,-0.158606077593637,-0.171422394028008,-0.164270367072219,-0.177509558408403,"I"
-0.0235999852368127,-0.0571360650631019,-0.0789755514616674,-0.136387819778989,-0.225346568282432,-0.283466978556771,-0.336167782277778,-0.349622273177559,-0.353057064760083,-0.363240445327605,-0.347120752190167,-0.30279799833502,-0.267664827081723,-0.263269464288751,"I"
-0.030888892878392,-0.0457597932410596,-0.0543718519668581,-0.122992388978447,-0.128966038329586,-0.107020247134229,-0.0483037559210204,0.0133710539901963,0.0630466979362268,0.142908975029401,0.19031315787453,0.217230672326827,0.238499411047622,0.291865275215175,"I"
0.0165196263210973,0.0517647086572312,0.0894311635199171,0.105212553787574,0.111096630617124,0.149414538186173,0.190986903324331,0.234221116917633,0.241008338881114,0.226020184637493,0.204242092096892,0.20607194280785,0.164088112588743,0.129643099285533,"I"
-0.0096271559812117,-0.0309134460305035,-0.0185638506346043,0.00466936190747775,0.017965612116282,0.0537095756457777,0.0509037924249375,0.0636808212617094,0.091058146394495,0.122454912218336,0.139970277824501,0.186665199939949,0.204706377859533,0.203346977144509,"I"
0.0125949900320847,0.0258995806759369,0.0387066416125032,0.0307724555119479,0.0268791984155526,0.0394870493608564,0.0137835559258981,0.0104268464703833,0.0139489135450774,0.0262699182359202,0.0164861823143888,-0.00484592719203127,0.00968269710946232,-0.00174271440078062,"I"
-0.0613897856066662,-0.114826554172939,-0.171851184109306,-0.219491050498593,-0.254066426657135,-0.272588709111081,-0.307599776263845,-0.309980605215421,-0.271830878605713,-0.245573723125473,-0.221676193915706,-0.21489938939387,-0.215698946754297,-0.217972053073955,"I"
-0.0263867733691795,-0.069721762433925,-0.102638182893547,-0.138373016328969,-0.159198574079232,-0.195512699480044,-0.230899112221401,-0.239538633801052,-0.266767924583653,-0.218479318055946,-0.186514426156301,-0.17167202562253,-0.149846574456682,-0.153616622367671,"I"
0.0239810713415637,0.00471532474181861,-0.0292458579054821,-0.0893165404507603,-0.0903875165661799,-0.0994643690226759,-0.15742807502696,-0.21541218848469,-0.239935774911941,-0.24825394890717,-0.300905327525373,-0.332140381810176,-0.348218123229855,-0.329499352168362,"I"
-0.00533243997653509,0.00187020686291815,0.0193558592078866,0.0378171029145148,0.0464536829324935,0.0490122031861661,0.0405921273215504,0.0496544392678318,0.0599410397486906,0.0793692646497352,0.11032114953817,0.14104744467674,0.145881464099565,0.165707512787358,"I"
0.0286007483356146,0.0817245965732405,0.0968439915726017,0.0793280488546329,0.0659520016226042,0.0782541356027183,0.070047756431182,0.019547603639815,-0.0034160639098398,0.0355698382586415,0.0672379363766703,0.0874100880357635,0.091269963698519,0.0699634321585013,"I"
-0.0126088259475192,0.00930385265499863,0.0497244593588669,0.0468066240895329,0.0829085238530838,0.106549830903982,0.134299864654791,0.142435849996141,0.165459265542173,0.193192509163387,0.185392371552414,0.173829448248549,0.165722592723624,0.123985952082237,"I"
0.00324159161575001,0.0528205215986456,0.12531617196418,0.189672862077978,0.231408071069455,0.298155804225939,0.334526481598495,0.357529828218696,0.364719748930092,0.357809167453273,0.346744643216015,0.350591850752171,0.336924138540587,0.306408662452598,"I"
0.0217810619079342,0.0635782284603467,0.0842272121566068,0.135483723531946,0.146004671278502,0.18013298068052,0.183891560497658,0.159164707257403,0.151302305270278,0.155447397475516,0.195882631572985,0.244541368944367,0.315303723483863,0.373504507739948,"I"
0.0207783367342024,0.029387466738466,0.0475978740670121,0.0234794360424864,0.0312218025450674,0.0315895852160824,0.0539959384504329,0.0432565521344016,0.0695693158488563,0.0963895968553705,0.102935845801848,0.0563230838433373,-0.0361195137330411,-0.0895620297032929,"I"
0.0547959227936402,0.116158796235313,0.174517429618881,0.219106664282279,0.248579724472135,0.272175812286845,0.319880217576084,0.326696975637641,0.373655791992607,0.384654640179774,0.368263141281496,0.356432542404504,0.387786441463383,0.441172816527629,"I"
-0.0266841725540679,-0.0272525066086776,-0.0463163785026879,-0.101237841887349,-0.170649978966552,-0.195664635393753,-0.176581261145531,-0.208922222207184,-0.247113240194979,-0.272967507201266,-0.311153444265769,-0.324599428315264,-0.320042994276596,-0.297387540667903,"I"
